ISO,Country_EN,Zone,Year,Score,Rank,Political Context,Rank_Pol,Economic Context,Rank_Eco,Legal Context,Rank_Leg,Social Context,Rank_Soc,Safety,Rank_Saf,Rank N-1,Rank evolution,Score evolution
TTO,Trinidad and Tobago,Am̩riques,2022,78.68,25,73.94,34,67.86,23,74.56,56,84.5,31,92.52,8,31,6,10.29
TTO,Trinidad and Tobago,Am̩riques,2023,76.54,30,71.25,40,60.78,34,64.15,81,92.05,5,94.44,6,25,-5,
TTO,Trinidad and Tobago,Am̩riques,2024,76.69,25,66.97,39,66.76,20,71.26,53,86.41,8,92.06,24,30,5,0.15
TTO,Trinidad and Tobago,Am̩riques,2025,79.71,19,71.48,28,69.97,12,78.64,32,84.12,11,94.34,9,25,6,3.02
TUN,Tunisia,Maghreb - Moyen-Orient,2022,58.49,94,61.82,67,41.84,92,67.19,84,70.2,82,51.42,121,73,-21,-21.22
TUN,Tunisia,MENA,2023,50.11,121,58.13,74,34.97,150,49.06,128,53.79,127,54.6,114,94,-27,
TUN,Tunisia,MENA,2024,49.97,118,48.04,91,40.94,109,50.19,123,59.76,98,50.92,126,121,3,-0.14
TUN,Tunisia,MENA,2025,43.48,129,38.42,120,32.97,139,47.21,128,54.88,109,43.93,133,118,-11,-6.49
TUR,Turkey,Europe - Asie centrale,2022,41.25,149,38.38,154,27.55,161,52.92,133,55,134,32.37,149,153,4,-2.23
TUR,Turkey,EEAC,2023,33.97,165,36.56,160,29.41,168,41.16,146,30.11,167,32.58,157,149,-16,
TUR,Turkey,EEAC,2024,31.6,158,20.02,165,28.91,165,37.38,150,37.05,150,34.63,155,165,7,-2.37
TUR,Turkey,EEAC,2025,29.4,159,19.69,162,26.09,163,32.42,158,33.44,154,35.37,149,158,-1,-2.2
TWN,Taiwan,Asie-Pacifique,2022,74.08,38,74.78,33,51.88,49,79.01,40,77.69,57,87.02,25,43,5,44.68
TWN,Taiwan,Asie-Pacifique,2023,75.54,35,73.83,35,53.4,55,80.75,25,77.65,51,92.06,13,38,3,
TWN,Taiwan,Asie-Pacifique,2024,76.13,27,74.7,24,56.77,41,80.05,23,76.39,38,92.76,16,35,8,0.59
TWN,Taiwan,Asie-Pacifique,2025,77.04,24,72.91,23,58.16,33,80.29,30,80.51,26,93.32,15,27,3,0.91
TZA,Tanzania,Afrique,2022,48.28,123,43.88,135,32.65,136,45.09,143,59.2,122,60.56,105,124,1,-28.76
TZA,Tanzania,Afrique,2023,44.02,143,42.97,138,33.33,157,31.6,159,53.41,128,58.78,107,123,-20,
TZA,Tanzania,Afrique,2024,54.8,97,47.41,94,41.07,108,50.69,120,63.44,82,71.42,98,143,46,10.78
TZA,Tanzania,Afrique,2025,53.68,95,46.72,87,42.04,87,54.02,113,59.19,92,66.46,107,97,2,-1.12
UGA,Uganda,Afrique,2022,46.35,132,44.7,130,36.99,117,60.96,107,56,128,33.09,147,125,-7,-7.33
UGA,Uganda,Afrique,2023,46.08,133,45.75,129,39.8,126,54.34,118,60,100,30.52,164,132,-1,
UGA,Uganda,Afrique,2024,46,128,33.48,139,39.38,116,50,125,52.14,121,55,120,133,5,-0.08
UGA,Uganda,Afrique,2025,37.61,143,23.7,159,30.9,151,44.85,134,44.86,134,437.21,134,128,-15,-8.39
UKR,Ukraine,Europe - Asie centrale,2022,55.76,106,61.21,70,42.86,86,79.45,36,76.43,62,18.84,165,97,-9,18.15
UKR,Ukraine,EEAC,2023,61.19,79,60.63,65,63.48,30,80.66,26,80.4,40,20.78,179,106,27,
UKR,Ukraine,EEAC,2024,65,61,67.15,36,62.24,32,78.61,28,75.89,39,41.11,142,79,18,3.81
UKR,Ukraine,EEAC,2025,63.93,62,64.43,37,58.77,32,75.85,39,73.77,50,46.82,126,61,-1,-1.07
URY,Uruguay,Am̩riques,2022,72.03,44,70.3,44,49.32,58,83.63,20,72.33,78,84.58,30,18,-26,8.1
URY,Uruguay,Am̩riques,2023,70.33,52,62.73,58,55.08,50,78.73,34,74.9,65,80.2,66,44,-8,
URY,Uruguay,Am̩riques,2024,67.7,51,53.62,71,48.36,67,76.65,36,70.58,58,89.29,40,52,1,-2.63
URY,Uruguay,Am̩riques,2025,65.18,59,48.64,81,42.52,82,76.72,37,67.15,65,90.89,33,51,-8,-2.52
USA,United States,Am̩riques,2022,72.74,42,72.99,36,59.33,38,77.32,46,81.43,41,72.63,72,44,2,7.56
USA,United States,Am̩riques,2023,71.22,45,76.56,28,69.76,24,77.31,40,80,43,52.49,120,42,-3,
USA,United States,Am̩riques,2024,66.59,55,69.03,29,61.07,33,74.49,41,72.06,54,56.31,118,45,-10,-4.63
USA,United States,Am̩riques,2025,65.49,57,62.38,41,55.65,40,68.81,57,62.56,82,78.03,91,55,-2,-1.1
UZB,Uzbekistan,Europe - Asie centrale,2022,45.74,133,44.75,129,35.71,123,50.88,136,53.33,138,44.03,129,157,24,-19.75
UZB,Uzbekistan,EEAC,2023,45.73,137,45.52,132,38.4,132,52.2,120,43.56,147,48.98,127,133,-4,
UZB,Uzbekistan,EEAC,2024,37.27,148,28.02,152,34.49,143,43.59,137,37.96,145,42.28,136,137,-11,-8.46
UZB,Uzbekistan,EEAC,2025,35.24,148,25.55,150,32.99,138,41.97,143,35.88,151,39.83,140,148,0,-2.03
VEN,Venezuela,Am̩riques,2022,37.78,159,33.7,165,31.73,145,44.74,145,47.5,151,31.22,152,148,-11,2.54
VEN,Venezuela,Am̩riques,2023,36.99,159,34.89,166,35.74,145,34.82,155,38.53,153,40.96,142,159,0,
VEN,Venezuela,Am̩riques,2024,33.06,156,17.68,170,31.63,160,37.33,151,38.74,142,39.91,144,159,3,-3.93
VEN,Venezuela,Am̩riques,2025,29.21,160,14.5,169,29.6,157,36.49,151,37.25,147,28.19,162,156,-4,-3.85
VNM,Vietnam,Asie-Pacifique,2022,26.11,174,32.32,173,18.71,176,27.49,172,34.67,170,17.37,170,175,1,-3.1
VNM,Vietnam,Asie-Pacifique,2023,24.58,178,23.75,179,17.16,180,18.4,177,32.95,163,30.66,163,174,-4,
VNM,Vietnam,Asie-Pacifique,2024,22.31,174,13.22,178,20.57,176,28.37,166,23.51,172,25.86,170,178,4,-2.27
VNM,Vietnam,Asie-Pacifique,2025,19.74,173,13.81,171,19.15,173,19.16,171,20.97,172,25.62,166,174,1,-2.57
WSM,Samoa,Asie-Pacifique,2022,71.39,45,61.82,67,56.12,41,64.91,92,85,30,89.12,16,21,-24,51.65
WSM,Samoa,Asie-Pacifique,2023,82.15,19,76.88,27,72.55,16,67.92,67,94.32,2,99.09,1,45,26,
WSM,Samoa,Asie-Pacifique,2024,78.41,22,74.9,23,68.98,19,69.11,62,83.03,18,96.03,3,19,-3,-3.74
WSM,Samoa,Asie-Pacifique,2025,69.28,44,57.39,54,57.47,35,66.44,72,76.36,40,88.75,49,22,-22,-9.13
XCD,OECS,Am̩riques,2022,68.49,55,62.91,61,48.37,62,68.25,78,79.8,51,83.13,36,45,-10,-0.79
XKO,Kosovo,Europe - Asie centrale,2022,67,61,64.34,60,45.24,77,80.85,31,74.33,70,70.26,81,78,17,
XKX,Kosovo,UE Balkans,2023,68.38,56,62.95,56,50.28,68,80.26,28,75.49,61,72.95,88,61,5,1.38
XKX,Kosovo,UE Balkans,2024,60.19,75,56.61,59,48.05,71,73.92,44,67.56,67,54.81,121,56,-19,-8.19
XKX,Kosovo,UE Balkans,2025,52.73,99,44.61,93,39.88,101,68.54,61,57.28,100,53.35,117,75,-24,-7.46
YEM,Yemen,Maghreb - Moyen-Orient,2022,29.14,169,33.03,168,27.55,161,38.6,156,35,169,11.54,177,169,0,
YEM,Yemen,MENA,2023,32.78,168,37.5,158,30.39,166,40.57,147,34.09,161,21.37,178,169,1,3.64
YEM,Yemen,MENA,2024,33.67,154,33.91,135,28.33,166,40,144,31.43,159,34.67,154,168,14,0.89
YEM,Yemen,MENA,2025,31.45,154,32.01,137,29.16,158,36.87,148,33.07,157,26.15,165,154,0,-2.22
ZAF,South Africa,Afrique,2022,75.56,35,75.96,29,62.59,33,84.36,17,82.5,37,72.39,74,32,-3,
ZAF,South Africa,Afrique,2023,78.6,25,77.26,26,64.1,29,83.02,15,84.7,28,83.9,48,35,10,3.04
ZAF,South Africa,Afrique,2024,73.73,38,72.57,27,58.78,38,80.29,19,82.06,25,74.95,94,25,-13,-4.87
ZAF,South Africa,Afrique,2025,75.71,27,69.85,29,56.35,38,81.8,21,81.75,19,88.77,48,38,11,1.98
ZMB,Zambia,Afrique,2022,55.4,109,52.35,103,37.76,114,58.33,115,64,107,64.55,94,115,6,
ZMB,Zambia,Afrique,2023,59.41,87,61.77,64,38.89,130,56.76,109,58.14,111,81.46,63,109,22,4.01
ZMB,Zambia,Afrique,2024,55.38,95,43.66,108,35.42,137,57.93,99,55.95,110,83.93,66,87,-8,-4.03
ZMB,Zambia,Afrique,2025,57.33,82,44.94,90,42.5,83,63.88,78,63.64,77,71.69,101,95,13,1.95
ZWE,Zimbabwe,Afrique,2022,44.94,137,40.3,150,32.4,139,54.17,127,54.5,136,43.34,131,130,-7,
ZWE,Zimbabwe,Afrique,2023,48.17,126,42.08,143,37.58,135,57.39,106,60.8,96,42.98,137,137,11,3.23
ZWE,Zimbabwe,Afrique,2024,50.31,116,36.96,126,40.63,110,52.76,114,52.68,118,68.5,101,126,10,2.14
ZWE,Zimbabwe,Afrique,2025,52.1,106,36.71,126,38.46,107,54.2,110,52.35,118,78.8,87,116,10,1.79
